id,user_type_id:id,code,name,reconcile,chart_template_id:id
__export__.account_account_4571,account.data_account_type_receivable,L593,Nepaskirstytasis nuostolis,1,l10n_lt_account_chart_template
__export__.account_account_4572,account.data_account_type_receivable,L594,Akcininkų įnašai nuotoliams padengti,1,l10n_lt_account_chart_template
__export__.account_account_4573,account.data_account_type_expenses,L6000,Parduotų prekių savikaina,0,l10n_lt_account_chart_template
__export__.account_account_4574,account.data_account_type_expenses,L600000,Parduotų prekių savikaina,0,l10n_lt_account_chart_template
__export__.account_account_4575,account.data_account_type_expenses,L600100,Suteiktų paslaugų savikaina,0,l10n_lt_account_chart_template
__export__.account_account_4576,account.data_account_type_expenses,L600101,Programavimo paslaugos,0,l10n_lt_account_chart_template
__export__.account_account_4577,account.data_account_type_expenses,L600102,Banko komisinių sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4578,account.data_account_type_expenses,L600103,Serverių nuomos sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4579,account.data_account_type_expenses,L600104,Konsultacijų sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4580,account.data_account_type_expenses,L600105,Dizaino,0,l10n_lt_account_chart_template
__export__.account_account_4581,account.data_account_type_expenses,L6002,Pirkimai,0,l10n_lt_account_chart_template
__export__.account_account_4582,account.data_account_type_expenses,L6003,Tiesioginės gamybos išlaidos,0,l10n_lt_account_chart_template
__export__.account_account_4583,account.data_account_type_expenses,L6004,Netiesioginės gamybos išlaidos,0,l10n_lt_account_chart_template
__export__.account_account_4584,account.data_account_type_expenses,L6005,Atsargų padidėjimas / sumažėjimas,0,l10n_lt_account_chart_template
__export__.account_account_4585,account.data_account_type_expenses,L6006,Pagamintos produkcijos savikaina,0,l10n_lt_account_chart_template
__export__.account_account_4586,account.data_account_type_expenses,L60201,Darbuotojų darbo užmokesčio sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4587,account.data_account_type_expenses,L60202,Atostoginių sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4588,account.data_account_type_expenses,L60203,Ligos pašalpų sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4589,account.data_account_type_expenses,L60204,Soc. draudimo sąnaudos nuo DU,0,l10n_lt_account_chart_template
__export__.account_account_4590,account.data_account_type_expenses,L60205,Įmokų į Garantinį fondą sąnaudos nuo DU,0,l10n_lt_account_chart_template
__export__.account_account_4591,account.data_account_type_expenses,L60206,Atostoginių kaupimų sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4592,account.data_account_type_expenses,L60207,Atostoginių kaupimų sąnaudos - SODRA,0,l10n_lt_account_chart_template
__export__.account_account_4593,account.data_account_type_expenses,L60208,Atostoginių kaupimų sąnaudos - GF,0,l10n_lt_account_chart_template
__export__.account_account_4594,account.data_account_type_expenses,L609,Nuolaidos ,0,l10n_lt_account_chart_template
__export__.account_account_4595,account.data_account_type_expenses,L61000,Komisinių tretiesiems asmenims sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4596,account.data_account_type_expenses,L61001,Pardavimo paslaugų sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4597,account.data_account_type_expenses,L61002,Skelbimų ir reklamos sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4598,account.data_account_type_expenses,L61003,Darbuotojų darbo užmokesčio sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4599,account.data_account_type_expenses,L61004,Socialinio draudimo sąnaudos nuo DU,0,l10n_lt_account_chart_template
__export__.account_account_4600,account.data_account_type_expenses,L61005,Įmokų į Garantinį fondą sąnaudos nuo DU,0,l10n_lt_account_chart_template
__export__.account_account_4601,account.data_account_type_expenses,L611201,Interneto paslaugų sąnaudos,0,l10n_lt_account_chart_template
__export__.account_account_4602,account.data_account_type_expenses,L636,Neigiama valiutų kursų pasikeitimo įtaka,0,l10n_lt_account_chart_template
