id,code_digits,name,account_root_id/id,tax_code_root_id:id,bank_account_view_id:id,property_account_receivable:id,property_account_payable:id,property_account_expense_categ:id,property_account_income_categ:id
l10n_lt,1,Lithuania Account Chart Template,__export__.account_account_L0,account.tax_code_chart_root,__export__.account_account_4500,__export__.account_account_4471,__export__.account_account_4572,__export__.account_account_4645,__export__.account_account_4611
